time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-08-10T04:52:31.990Z,39.7815,-120.6641667,10.47,2.28,md,25,38,0.04511,0.06,nc,nc72503846,2015-08-11T02:36:22.649Z,"16km WSW of Portola, California",earthquake
2015-08-10T04:50:23.630Z,32.6323333,-116.5603333,17.118,2.36,ml,29,114,0.07491,0.23,ci,ci37224071,2015-08-10T06:31:48.822Z,"9km WNW of Campo, California",earthquake
2015-08-10T04:30:03.640Z,33.5436667,-116.4063333,10.499,0.54,ml,23,104,0.02589,0.11,ci,ci37224063,2015-08-11T20:18:19.221Z,"16km SW of La Quinta, California",earthquake
2015-08-10T04:24:31.960Z,-9.3074,157.9579,10,5.7,mb,,29,1.967,1.32,us,us100030pk,2015-08-10T15:56:55.000Z,"181km SE of Gizo, Solomon Islands",earthquake
2015-08-10T04:16:57.000Z,61.2588,-150.5121,24.5,2.4,ml,,,,0.53,ak,ak11674079,2015-08-10T04:44:52.608Z,"33km W of Anchorage, Alaska",earthquake
2015-08-10T04:12:14.750Z,-9.3208,158.0092,15,6.6,mww,,23,7.723,1.02,us,us100030pg,2015-08-10T23:39:59.625Z,"180km SW of Dadali, Solomon Islands",earthquake
2015-08-10T04:04:02.650Z,33.6,-116.8131667,9.418,0.17,ml,20,135,0.04143,0.14,ci,ci37224047,2015-08-11T20:09:56.580Z,"14km WNW of Anza, California",earthquake
2015-08-10T03:59:18.780Z,34.139,-117.4225,7.53,0.81,ml,27,63,0.0939,0.12,ci,ci37224039,2015-08-11T00:28:36.944Z,"6km NE of Fontana, California",earthquake
2015-08-10T03:54:44.060Z,46.204,-122.1826667,3.218,1.02,md,6,198,0.006688,0.08,uw,uw61064351,2015-08-10T05:48:56.930Z,"38km NNE of Amboy, Washington",earthquake
2015-08-10T03:51:58.240Z,38.7641678,-122.7409973,2.75,0.56,md,9,131,0.01176,0.01,nc,nc72503821,2015-08-10T03:53:34.500Z,"1km SE of The Geysers, California",earthquake
2015-08-10T03:43:54.740Z,33.9791667,-117.5101667,8.479,1.19,ml,52,55,0.04971,0.17,ci,ci37224031,2015-08-11T20:04:33.992Z,"2km SSE of Mira Loma, California",earthquake
2015-08-10T03:41:46.250Z,33.536,-115.8678333,3.01,1.39,ml,35,76,0.05069,0.22,ci,ci37224023,2015-08-10T14:11:17.413Z,"7km E of North Shore, California",earthquake
2015-08-10T03:27:49.060Z,33.3988333,-116.4146667,13.706,0.28,ml,20,105,0.1303,0.13,ci,ci37224015,2015-08-10T18:14:48.330Z,"16km NNW of Borrego Springs, California",earthquake
2015-08-10T03:27:31.700Z,-9.3371,158.4881,10,5,mb,,44,1.443,0.79,us,us100030pd,2015-08-10T11:30:06.333Z,"154km SSW of Dadali, Solomon Islands",earthquake
2015-08-10T03:19:17.200Z,19.4776,-66.2979,30,3.1,Md,4,298.8,1.2693195,0.2,pr,pr15222001,2015-08-10T11:21:44.203Z,"111km N of Brenas, Puerto Rico",earthquake
2015-08-10T03:08:25.370Z,33.2655,-116.7753333,12.588,0.64,ml,19,83,0.03255,0.15,ci,ci37224007,2015-08-10T14:11:34.664Z,"3km NNW of Lake Henshaw, California",earthquake
2015-08-10T03:04:19.200Z,46.2003333,-122.1795,3.28,1.39,md,8,149,0.007711,0.12,uw,uw61064341,2015-08-10T05:47:16.970Z,"38km NNE of Amboy, Washington",earthquake
2015-08-10T02:41:18.686Z,36.7228,-116.3085,8.0657,0.07,ml,16,80.56,0.077,0.1089,nn,nn00505758,2015-08-11T02:35:58.462Z,"45km ESE of Beatty, Nevada",earthquake
2015-08-10T02:38:09.680Z,37.6028333,-118.7875,8.25,1.5,md,34,74,0.03544,0.03,nc,nc72503751,2015-08-11T01:01:20.483Z,"17km ESE of Mammoth Lakes, California",earthquake
2015-08-10T02:34:46.070Z,38.8763,141.6227,74.05,4.7,mb,,115,1.2,0.86,us,us100030pa,2015-08-10T13:41:10.786Z,"23km SSW of Ofunato, Japan",earthquake
2015-08-10T02:29:25.147Z,36.7221,-116.3037,8.8529,0.24,ml,21,67.68,0.074,0.1313,nn,nn00505755,2015-08-11T02:35:42.334Z,"45km ESE of Beatty, Nevada",earthquake
2015-08-10T02:18:57.560Z,35.4731667,-84.4946667,14.58,1.2,md,6,76,0.03213,0.07,se,se60011513,2015-08-10T14:06:57.850Z,"5km N of Englewood, Tennessee",earthquake
2015-08-10T02:18:46.520Z,35.4738333,-84.4953333,14.4,1.56,md,8,75,0.03224,0.12,se,se60011408,2015-08-10T13:44:06.630Z,"5km N of Englewood, Tennessee",earthquake
2015-08-10T02:14:59.000Z,61.4124,-149.8985,35.6,1.4,ml,,,,0.41,ak,ak11674053,2015-08-10T02:31:42.209Z,"12km SSE of Big Lake, Alaska",earthquake
2015-08-10T02:06:43.410Z,33.0331667,-116.4378333,8.555,0.67,ml,31,82,0.1414,0.2,ci,ci37223991,2015-08-11T19:52:20.746Z,"16km ESE of Julian, California",earthquake
2015-08-10T01:57:09.190Z,33.9333333,-116.0325,5.564,0.81,ml,11,112,0.0729,0.13,ci,ci37223983,2015-08-10T14:12:07.421Z,"23km S of Twentynine Palms, California",earthquake
2015-08-10T01:55:53.820Z,-17.4431,-178.637,510.44,4.1,mb,,91,3.171,0.93,us,us100030p8,2015-08-10T09:58:59.338Z,"239km ESE of Lambasa, Fiji",earthquake
2015-08-10T01:53:21.209Z,39.6466,-119.6974,7.8652,-0.15,ml,4,184.21,0.207,0.0843,nn,nn00505889,2015-08-11T02:42:53.320Z,"0km ESE of Spanish Springs, Nevada",earthquake
2015-08-10T01:45:26.660Z,33.6333333,-116.6841667,17.929,0.99,ml,52,31,0.03651,0.14,ci,ci37223967,2015-08-11T19:45:19.340Z,"9km N of Anza, California",earthquake
2015-08-10T01:44:14.500Z,36.8932,-97.6801,3.42,2.7,mb_lg,,27,0.149,0.69,us,us100030p6,2015-08-10T09:46:52.927Z,"10km NNE of Medford, Oklahoma",earthquake
2015-08-10T01:29:06.550Z,1.8399,126.2763,35,4.7,mb,,100,1.521,1.17,us,us100030p5,2015-08-10T09:31:42.287Z,"129km ENE of Bitung, Indonesia",earthquake
2015-08-10T01:28:50.000Z,62.4548,-148.2887,34.7,1.7,ml,,,,0.74,ak,ak11674048,2015-08-10T01:56:09.642Z,"79km NNE of Sutton-Alpine, Alaska",earthquake
2015-08-10T01:27:27.490Z,38.2540016,-123.019165,9.16,1.63,md,8,197,0.08189,0.02,nc,nc72503696,2015-08-10T01:29:03.280Z,"9km SSE of Bodega Bay, California",earthquake
2015-08-10T01:24:38.100Z,47.569,-122.0158333,15.711,1.01,md,6,132,0.1226,0.21,uw,uw61064321,2015-08-10T05:45:11.540Z,"4km NNE of Issaquah, Washington",earthquake
2015-08-10T01:19:21.193Z,41.8447,-119.6446,7.8652,1.24,ml,5,225.53,0.157,0.1035,nn,nn00505754,2015-08-11T02:35:09.716Z,"69km ESE of Lakeview, Oregon",earthquake
2015-08-10T01:19:00.171Z,39.1533,-119.6573,7.8652,0.71,ml,7,130.24,0.049,0.1693,nn,nn00505883,2015-08-11T02:42:46.786Z,"9km E of Carson City, Nevada",earthquake
2015-08-10T00:54:10.690Z,43.1894,-71.2573,6.38,1.6,ml,,171,0.403,0.47,us,us100031bp,2015-08-12T02:34:50.040Z,"7km ESE of Epsom, New Hampshire",earthquake
2015-08-10T00:33:56.640Z,33.9781667,-117.5085,9.6,0.64,ml,18,98,0.1116,0.15,ci,ci37223959,2015-08-11T19:35:04.643Z,"2km SSE of Mira Loma, California",earthquake
2015-08-10T00:21:50.080Z,33.9775,-117.5121667,9.378,1,ml,43,64,0.04918,0.13,ci,ci37223951,2015-08-11T18:38:06.007Z,"2km SSE of Mira Loma, California",earthquake
2015-08-10T00:15:47.920Z,33.5335,-116.5675,11.675,0.11,ml,25,84,0.03876,0.15,ci,ci37223943,2015-08-11T18:28:41.153Z,"10km ESE of Anza, California",earthquake
2015-08-10T00:11:37.000Z,60.0671,-152.7215,103,2.1,ml,,,,0.33,ak,ak11674036,2015-08-10T00:39:53.412Z,"46km S of Redoubt Volcano, Alaska",earthquake
2015-08-10T00:11:09.000Z,65.1811,-148.9578,10,1,ml,,,,1.12,ak,ak11674035,2015-08-10T00:39:52.600Z,"58km NW of Ester, Alaska",earthquake
2015-08-10T00:06:26.700Z,18.8477,-67.3332,12,2.2,Md,3,309.6,0.43298797,0.3,pr,pr15222000,2015-08-10T03:41:01.176Z,"46km NNW of San Antonio, Puerto Rico",earthquake
2015-08-09T23:33:49.780Z,35.0418333,-117.6605,0.007,1.88,ml,43,51,0.1111,0.19,ci,ci37223935,2015-08-11T17:23:02.293Z,"5km NNW of Boron, California",quarry blast
2015-08-09T23:31:03.000Z,61.6182,-151.2479,68.9,1.6,ml,,,,0.49,ak,ak11674026,2015-08-10T00:04:08.735Z,"65km WSW of Willow, Alaska",earthquake
2015-08-09T23:13:33.239Z,37.1917,-117.3611,9.9688,0.13,ml,5,174.76,0.193,0.1199,nn,nn00505861,2015-08-10T19:01:59.971Z,"58km S of Goldfield, Nevada",earthquake
2015-08-09T23:12:30.000Z,67.2333,-144.5177,20,3.9,ml,,,,0.9,ak,ak11674020,2015-08-11T19:03:12.040Z,"81km NNE of Fort Yukon, Alaska",earthquake
2015-08-09T23:00:48.000Z,64.9856,-147.3278,1.6,1.4,ml,,,,0.62,ak,ak11673977,2015-08-09T23:27:58.197Z,"22km NNE of Badger, Alaska",earthquake
2015-08-09T23:00:15.250Z,38.8343315,-122.8123322,2.7,0.56,md,8,149,0.01106,0.01,nc,nc72503681,2015-08-09T23:01:53.250Z,"7km W of Cobb, California",earthquake
2015-08-09T22:58:07.788Z,41.8851,-119.6517,7.9039,0.68,ml,4,319.38,0.127,0.1461,nn,nn00505858,2015-08-10T18:52:22.420Z,"66km ESE of Lakeview, Oregon",earthquake
2015-08-09T22:51:23.910Z,36.5756667,-117.9358333,6.567,1.25,ml,18,99,0.1099,0.13,ci,ci37223927,2015-08-10T18:29:44.073Z,"12km E of Lone Pine, California",earthquake
2015-08-09T22:30:59.300Z,35.4183,22.5211,42.03,4.3,mb,,77,1.821,1.03,us,us100030nc,2015-08-10T06:33:34.366Z,"98km W of Platanos, Greece",earthquake
2015-08-09T22:30:26.860Z,28.2257,84.8043,10,4.2,mb,,139,0.682,1.08,us,us100030nd,2015-08-10T06:33:29.488Z,"43km E of Lamjung, Nepal",earthquake
2015-08-09T22:30:24.423Z,37.18,-117.3761,0,-0.12,ml,5,169.86,0.182,0.0608,nn,nn00505854,2015-08-10T18:42:40.092Z,"59km SSW of Goldfield, Nevada",earthquake
2015-08-09T22:23:26.830Z,37.0526667,-97.9141667,6.14,1.92,ml,16,73,0.1199,0.04,ismpkansas,ismpkansas70127253,2015-08-10T23:01:32.840Z,"15km SE of Anthony, Kansas",earthquake
2015-08-09T22:19:06.990Z,33.2836667,-116.3271667,11.923,1.09,ml,30,52,0.07695,0.23,ci,ci37223911,2015-08-10T14:12:40.606Z,"5km NE of Borrego Springs, California",earthquake
2015-08-09T22:17:59.380Z,33.4166667,-116.4476667,3.375,0.4,ml,15,121,0.108,0.23,ci,ci37223903,2015-08-10T14:12:43.315Z,"19km NNW of Borrego Springs, California",earthquake
2015-08-09T22:12:34.070Z,46.8533333,-121.7861667,3.717,0.1,md,4,138,0.005277,0.11,uw,uw61064246,2015-08-10T00:10:38.680Z,"28km NNW of Packwood, Washington",earthquake
2015-08-09T21:51:26.630Z,33.545,-116.4061667,9.519,0.65,ml,26,104,0.02702,0.14,ci,ci37223879,2015-08-10T14:13:29.290Z,"16km SW of La Quinta, California",earthquake
2015-08-09T21:46:09.700Z,32.9108333,-116.2808333,3.717,1.06,ml,31,86,0.02454,0.24,ci,ci37223871,2015-08-11T17:14:21.430Z,"25km ENE of Pine Valley, California",earthquake
2015-08-09T21:42:09.890Z,37.6703339,-122.5315018,10.62,1.56,md,18,111,0.05584,0.04,nc,nc72503671,2015-08-09T21:43:46.770Z,"4km WSW of Broadmoor, California",earthquake
2015-08-09T21:39:22.590Z,38.181,21.8801,50.97,4.4,mwr,,36,0.911,0.73,us,us100030n5,2015-08-10T02:15:51.353Z,"10km SSE of Ano Kastritsion, Greece",earthquake
2015-08-09T21:35:09.540Z,19.3281667,-155.1888333,3.892,2.2,ml,46,90,0.05189,0.12,hv,hv61002506,2015-08-11T02:50:25.460Z,"12km SSE of Volcano, Hawaii",earthquake
2015-08-09T21:31:03.000Z,63.3112,-151.8143,7.1,1.4,ml,,,,0.22,ak,ak11673922,2015-08-09T21:54:13.947Z,"140km NW of Talkeetna, Alaska",earthquake
2015-08-09T21:27:39.382Z,41.0091,-116.3795,0,0.78,ml,3,130.54,0.012,0.0152,nn,nn00505788,2015-08-10T19:31:03.866Z,"40km NW of Carlin, Nevada",earthquake
2015-08-09T21:16:45.533Z,41.8565,-119.659,7.299,1.25,ml,5,223.34,0.141,0.1457,nn,nn00505741,2015-08-09T21:59:01.162Z,"67km ESE of Lakeview, Oregon",earthquake
2015-08-09T21:13:55.539Z,41.0107,-116.3845,0.1172,0.84,ml,3,150.34,0.01,0.0147,nn,nn00505787,2015-08-10T14:47:21.544Z,"40km NW of Carlin, Nevada",earthquake
2015-08-09T20:55:55.850Z,38.8144989,-122.7873306,2.45,0.8,md,10,80,0.005337,0.03,nc,nc72503651,2015-08-09T20:57:32.500Z,"4km NNW of The Geysers, California",earthquake
2015-08-09T20:55:19.280Z,33.6405,-116.6848333,10.84,0.15,ml,17,105,0.06726,0.22,ci,ci37223855,2015-08-10T14:13:48.672Z,"10km N of Anza, California",earthquake
2015-08-09T20:52:39.006Z,38.034,-118.6152,8.1511,0.27,ml,5,192.78,0.045,0.1448,nn,nn00505740,2015-08-09T21:46:31.390Z,"53km NE of Mammoth Lakes, California",earthquake
2015-08-09T20:43:40.860Z,39.937,-120.7201667,4.79,1.2,md,11,111,0.0593,0.06,nc,nc72503646,2015-08-11T00:09:43.800Z,"15km E of East Quincy, California",earthquake
2015-08-09T20:35:32.000Z,60.1466,-141.3589,0,1.5,ml,,,,0.72,ak,ak11673880,2015-08-10T08:06:08.778Z,"60km E of Cape Yakataga, Alaska",earthquake
2015-08-09T20:33:46.940Z,37.6361667,-122.0436667,2.75,1.19,md,19,79,0.02733,0.05,nc,nc72503641,2015-08-11T00:08:43.110Z,"4km SE of Hayward, California",earthquake
2015-08-09T20:26:10.610Z,37.786,-122.592,10.65,3.12,ml,199,89,0.06538,0.1,nc,nc72503636,2015-08-11T16:39:33.507Z,"11km SSW of Tamalpais-Homestead Valley, California",earthquake
2015-08-09T20:21:16.000Z,60.2475,-141.5399,0,0.8,ml,,,,0.93,ak,ak11673878,2015-08-10T08:06:10.975Z,"53km ENE of Cape Yakataga, Alaska",earthquake
2015-08-09T20:13:05.880Z,38.7929993,-122.7588348,2.8,0.56,md,6,104,0.01984,0.01,nc,nc72503631,2015-08-09T20:14:42.160Z,"1km N of The Geysers, California",earthquake
2015-08-09T20:07:33.910Z,36.28,-118.3563333,3.284,1.44,ml,26,56,0.1323,0.24,ci,ci37223823,2015-08-10T20:32:52.204Z,"32km W of Olancha, California",earthquake
2015-08-09T19:59:58.000Z,63.0173,-150.6185,118.2,1.4,ml,,,,0.2,ak,ak11673876,2015-08-09T20:25:52.107Z,"81km NNW of Talkeetna, Alaska",earthquake
2015-08-09T19:54:16.890Z,33.9805,-117.515,7.504,1.07,ml,23,100,0.1167,0.12,ci,ci37223807,2015-08-10T14:14:06.272Z,"1km S of Mira Loma, California",earthquake
2015-08-09T19:42:56.010Z,36.0756667,-117.6463333,5.19,0.62,ml,15,97,0.1087,0.09,ci,ci37223791,2015-08-10T18:34:33.799Z,"27km E of Coso Junction, California",earthquake
2015-08-09T19:36:17.350Z,10.8208,-72.1172,103.57,4.7,mb,,38,2.416,1.41,us,us100030m1,2015-08-09T21:04:43.771Z,"37km NW of La Concepcion, Venezuela",earthquake
2015-08-09T19:34:52.320Z,36.2816667,-118.3608333,3.914,1.41,ml,18,108,0.1349,0.24,ci,ci37223783,2015-08-10T20:10:46.758Z,"32km W of Olancha, California",earthquake
2015-08-09T19:27:07.700Z,19.4276,-66.3563,58,3.2,Md,14,248.4,0.95940072,0.18,pr,pr15221020,2015-08-09T23:56:19.341Z,"106km N of Brenas, Puerto Rico",earthquake
2015-08-09T19:24:38.000Z,61.5159,-149.9158,34.6,1.6,ml,,,,0.36,ak,ak11673837,2015-08-09T19:46:14.724Z,"2km ESE of Big Lake, Alaska",earthquake
2015-08-09T19:20:44.000Z,59.1936,-153.5289,118.6,2.2,ml,,,,0.52,ak,ak11673835,2015-08-09T19:46:13.793Z,"100km SE of Old Iliamna, Alaska",earthquake
2015-08-09T19:10:54.700Z,19.4225,-66.3626,62,3.4,Md,16,248.4,0.9522142,0.14,pr,pr15221019,2015-08-10T03:13:34.481Z,"105km N of Brenas, Puerto Rico",earthquake
2015-08-09T19:05:46.000Z,64.8582,-148.2974,24.2,2.1,ml,,,,0.73,ak,ak11673830,2015-08-09T19:28:30.663Z,"13km W of Ester, Alaska",earthquake
2015-08-09T18:59:37.577Z,39.6231,-119.9614,7.4167,0.48,ml,9,69.4,0.016,0.1129,nn,nn00505718,2015-08-09T19:51:35.243Z,"6km SSE of Cold Springs, Nevada",earthquake
2015-08-09T18:40:34.104Z,41.8541,-119.6356,6.4651,1.48,ml,5,224.18,0.156,0.1382,nn,nn00505730,2015-08-09T20:53:50.512Z,"69km ESE of Lakeview, Oregon",earthquake
2015-08-09T18:39:46.970Z,33.0388333,-116.4351667,6.065,1.16,ml,43,67,0.1427,0.2,ci,ci37223775,2015-08-11T16:59:25.920Z,"16km ESE of Julian, California",earthquake
2015-08-09T18:35:51.500Z,38.0216667,-122.2121667,9.66,1.89,md,52,62,0.03282,0.11,nc,nc72503601,2015-08-11T21:40:00.761Z,"3km S of Crockett, California",earthquake
2015-08-09T18:20:48.030Z,52.2545,-168.7215,34.94,5.1,mb,,174,0.723,1.05,us,us100030le,2015-08-10T04:06:59.746Z,"76km S of Nikolski, Alaska",earthquake
2015-08-09T18:12:41.350Z,37.0446667,-97.898,7.03,1.92,ml,15,70,0.1066,0.05,ismpkansas,ismpkansas70127193,2015-08-10T19:12:48.250Z,"16km SE of Anthony, Kansas",earthquake
2015-08-09T18:00:44.000Z,61.5296,-152.3444,128.8,2.7,ml,,,,0.49,ak,ak11673759,2015-08-10T02:04:35.542Z,"109km NNW of Nikiski, Alaska",earthquake
2015-08-09T17:56:00.470Z,-27.2552,-176.4571,35,4.9,mb,,127,2.369,0.69,us,us100030ld,2015-08-10T01:58:44.415Z,"264km NNE of Raoul Island, New Zealand",earthquake
2015-08-09T17:52:36.976Z,37.2189,-116.3632,10.3277,0.71,ml,17,66.63,0.027,0.1126,nn,nn00505716,2015-08-09T19:11:15.229Z,"49km NE of Beatty, Nevada",earthquake
2015-08-09T17:52:30.000Z,60.1649,-141.3342,0.3,1.6,ml,,,,0.89,ak,ak11673757,2015-08-09T18:15:35.427Z,"61km E of Cape Yakataga, Alaska",earthquake
2015-08-09T17:51:34.820Z,-10.285,165.0093,24.11,5.1,mb,,68,5.058,0.63,us,us100030l6,2015-08-10T01:54:13.318Z,"102km WNW of Lata, Solomon Islands",earthquake
2015-08-09T17:46:48.900Z,18.0235,-66.9066,15,2.1,Md,12,93.6,0.05389892,0.46,pr,pr15221018,2015-08-09T18:24:39.610Z,"1km S of Lluveras, Puerto Rico",earthquake
2015-08-09T17:43:48.050Z,36.2773333,-118.353,4.484,2.56,ml,29,106,0.1291,0.23,ci,ci37223759,2015-08-11T16:48:55.548Z,"31km W of Olancha, California",earthquake
2015-08-09T17:33:56.000Z,62.1262,-150.8685,57.4,1.2,ml,,,,0.32,ak,ak11673755,2015-08-09T17:56:46.304Z,"45km WSW of Talkeetna, Alaska",earthquake
2015-08-09T17:29:30.300Z,33.4856667,-116.395,10.316,1.57,ml,74,25,0.04554,0.16,ci,ci37223751,2015-08-11T16:41:06.140Z,"21km SSW of La Quinta, California",earthquake
2015-08-09T17:22:14.350Z,38.8195,-122.8225021,2.03,0.88,md,9,126,0.01043,0.03,nc,nc72503576,2015-08-09T17:23:51.150Z,"7km NW of The Geysers, California",earthquake
2015-08-09T17:18:11.550Z,38.8136673,-122.8221664,2.63,1.17,md,24,76,0.007278,0.02,nc,nc72503571,2015-08-09T17:19:47.880Z,"6km NW of The Geysers, California",earthquake
2015-08-09T17:13:08.580Z,36.7155,-121.3465,6.5,0.44,md,12,132,0.006565,0.08,nc,nc72503566,2015-08-11T00:02:41.080Z,"10km S of Ridgemark, California",earthquake
2015-08-09T17:12:46.910Z,36.7171667,-121.3481667,8.05,0.29,md,9,128,0.008664,0.09,nc,nc71096079,2015-08-11T00:12:44.810Z,"10km S of Ridgemark, California",earthquake
2015-08-09T17:08:10.080Z,37.636,-118.8791667,4.7,0.61,md,19,88,0.01634,0.07,nc,nc72503561,2015-08-11T01:32:42.120Z,"8km E of Mammoth Lakes, California",earthquake
2015-08-09T17:02:19.800Z,36.5741667,-121.1448333,4.04,0.57,md,7,161,0.03644,0.05,nc,nc72503556,2015-08-11T00:01:09.970Z,"23km NE of Soledad, California",earthquake
2015-08-09T16:57:16.780Z,37.6351667,-118.8758333,5.3,0.11,md,8,190,0.01905,0.01,nc,nc72503551,2015-08-10T22:07:56.990Z,"8km E of Mammoth Lakes, California",earthquake
2015-08-09T16:53:04.080Z,37.6325,-118.8765,4.98,1.09,md,27,74,0.01725,0.04,nc,nc72503546,2015-08-11T00:13:43.332Z,"8km ESE of Mammoth Lakes, California",earthquake
2015-08-09T16:51:46.000Z,63.2453,-151.2075,0.3,1.4,ml,,,,0.47,ak,ak11673723,2015-08-09T17:21:08.711Z,"114km W of Cantwell, Alaska",earthquake
2015-08-09T16:49:46.840Z,47.7498333,-122.432,23.512,1.36,ml,11,101,0.3142,0.13,uw,uw61064096,2015-08-09T19:00:56.760Z,"6km W of Shoreline, Washington",earthquake
2015-08-09T16:41:28.020Z,36.1483333,-117.8611667,4.04,0.33,ml,12,107,0.03096,0.08,ci,ci37223727,2015-08-10T20:19:23.795Z,"14km NE of Coso Junction, California",earthquake
2015-08-09T16:36:07.141Z,39.6012,-119.9559,8.3591,-0.29,ml,6,139.93,0.008,0.0667,nn,nn00505697,2015-08-09T17:12:57.946Z,"8km SSE of Cold Springs, Nevada",earthquake
2015-08-09T16:32:01.810Z,36.2746667,-118.3535,5.934,2.5,ml,29,59,0.1266,0.2,ci,ci37223719,2015-08-11T16:49:16.091Z,"31km W of Olancha, California",earthquake
2015-08-09T16:32:01.001Z,41.8693,-119.6382,8.6699,0.97,ml,5,221.66,0.144,0.1897,nn,nn00505728,2015-08-09T20:41:05.733Z,"68km ESE of Lakeview, Oregon",earthquake
2015-08-09T16:26:34.540Z,36.756,-98.2491,5,2.7,mb_lg,,109,0.056,0.27,us,us100030kq,2015-08-09T22:24:48.244Z,"9km E of Cherokee, Oklahoma",earthquake
2015-08-09T16:20:44.000Z,63.1266,-152.787,13.9,1.3,ml,,,,0.37,ak,ak11673721,2015-08-09T16:36:41.911Z,"143km E of McGrath, Alaska",earthquake
2015-08-09T16:04:36.740Z,46.847,-121.7486667,3.437,-0.35,md,6,175,0.02635,0.08,uw,uw61064086,2015-08-09T18:53:41.970Z,"27km NNW of Packwood, Washington",earthquake
2015-08-09T15:54:13.000Z,59.5567,-153.2519,2,1.2,ml,,,,1.32,ak,ak11673695,2015-08-09T16:19:19.875Z,"83km WSW of Anchor Point, Alaska",earthquake
2015-08-09T15:46:39.910Z,37.0107,-117.799,0,0.72,ml,9,257.58,0.254,0.1061,nn,nn00505689,2015-08-09T16:41:12.239Z,"46km ESE of Big Pine, California",earthquake
2015-08-09T15:32:41.480Z,33.4745,-116.5673333,8.621,0.43,ml,20,160,0.03543,0.11,ci,ci37223703,2015-08-09T16:00:18.679Z,"13km SE of Anza, California",earthquake
2015-08-09T15:31:03.000Z,59.9229,-140.7189,9.7,1.4,ml,,,,0.37,ak,ak11673694,2015-08-09T15:44:08.291Z,"69km NW of Yakutat, Alaska",earthquake
2015-08-09T15:28:42.253Z,38.0934,-118.8414,15.1687,0.61,ml,6,203.57,0.196,0.121,nn,nn00505696,2015-08-09T17:06:30.429Z,"38km ESE of Bridgeport, California",earthquake
2015-08-09T15:28:12.800Z,19.4249,-66.324,92,3.2,Md,7,291.6,1.1462503,0.21,pr,pr15221017,2015-08-09T23:30:45.230Z,"106km N of Brenas, Puerto Rico",earthquake
2015-08-09T15:27:36.560Z,-48.2598,-9.8959,12.59,5,mb,,63,23.717,0.65,us,us100030kk,2015-08-09T23:30:16.382Z,"Southern Mid-Atlantic Ridge",earthquake
2015-08-09T15:26:36.210Z,37.66,-118.909,4.22,0.56,md,11,125,0.005727,0.03,nc,nc72503531,2015-08-10T22:34:32.840Z,"5km ENE of Mammoth Lakes, California",earthquake
2015-08-09T15:23:32.360Z,37.3523333,-121.7296667,2.2,1.23,md,15,70,0.07023,0.07,nc,nc72503526,2015-08-11T01:32:39.980Z,"8km E of Alum Rock, California",earthquake
2015-08-09T15:21:37.080Z,33.4871667,-116.4528333,14.603,0.81,ml,27,107,0.04266,0.16,ci,ci37223695,2015-08-10T14:15:58.240Z,"22km ESE of Anza, California",earthquake
2015-08-09T15:08:47.000Z,63.483,-148.0965,22.1,1,ml,,,,0.37,ak,ak11673693,2015-08-09T15:20:45.064Z,"43km ENE of Cantwell, Alaska",earthquake
2015-08-09T15:06:17.220Z,35.7516667,-118.3841667,6.203,0.66,ml,22,94,0.06225,0.12,ci,ci37223687,2015-08-10T20:25:44.860Z,"4km E of Kernville, California",earthquake
2015-08-09T15:06:15.690Z,48.6061667,-125.0071667,32.892,0.91,md,5,178,0.2428,0.09,uw,uw61064056,2015-08-09T19:08:41.420Z,"38km NW of Neah Bay, Washington",earthquake
2015-08-09T15:04:58.850Z,38.838665,-122.8381653,2.64,0.55,md,8,138,0.01972,0.01,nc,nc72503521,2015-08-09T15:06:32.890Z,"9km NW of The Geysers, California",earthquake
2015-08-09T14:46:06.830Z,35.658,-118.0268333,8.67,0.13,ml,19,59,0.1216,0.15,ci,ci37223679,2015-08-11T15:58:19.715Z,"19km W of Inyokern, California",earthquake
2015-08-09T14:42:59.500Z,18.3743,-67.3752,28,2.4,Md,10,151.2,0.09881468,0.38,pr,pr15221013,2015-08-09T16:21:10.707Z,"13km WNW of Rincon, Puerto Rico",earthquake
2015-08-09T14:39:50.330Z,38.8378334,-122.8791656,2.15,0.59,md,12,89,0.003371,0.04,nc,nc72503516,2015-08-09T14:41:26.690Z,"12km ENE of Cloverdale, California",earthquake
2015-08-09T14:39:12.151Z,36.7256,-116.0396,5.7345,-0.12,ml,13,79.72,0.044,0.0917,nn,nn00505679,2015-08-09T22:03:06.001Z,"57km N of Pahrump, Nevada",earthquake
2015-08-09T14:36:14.640Z,36.9261667,-121.5776667,9.29,0.44,md,14,132,0.03078,0.23,nc,nc72503511,2015-08-10T23:55:37.670Z,"7km NE of Aromas, California",earthquake
2015-08-09T14:33:27.490Z,37.6591667,-118.9091667,3.94,0.22,md,8,205,0.005067,0.02,nc,nc72503506,2015-08-10T21:58:22.970Z,"5km ENE of Mammoth Lakes, California",earthquake
2015-08-09T14:29:20.430Z,48.5196667,-125.13,30.669,2.07,ml,9,204,0.3143,0.5,uw,uw61064046,2015-08-09T19:06:05.350Z,"40km WNW of Neah Bay, Washington",earthquake
2015-08-09T14:29:16.300Z,19.3488,-66.3444,76,3.4,Md,15,244.8,0.88394224,0.25,pr,pr15221011,2015-08-09T22:31:48.874Z,"97km N of Brenas, Puerto Rico",earthquake
